,0,1,2,3,4,5,6,7,8
AOI1 Saccade Lengths,101.25553691889885,53.29207070776916,101.39839033819918,4.586135543784728,127.58262839171867,190.56083459191484,9.102392799282974,284.349069703057,112.60270318223176
AOI1 Absolute Saccade Angles,-132.93455694971254,71.00398472315304,-173.11246378021048,119.5940705276285,13.646500447087663,-2.459956104803586,30.366461453406473,-179.3038605571608,-21.30018416825375
AOI1 Relative Saccade Angles,23.938541672865554,64.1164485033635,112.70653430783895,74.05242991945917,163.89354344810874,147.17358244178996,29.67032201056725,21.996323611092976,
