Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
31024.00744680812,14899.649999999627,13699.724999999535,17650.042857142394,28858.04218749961,39182.98666666641,49407.47413793068,30589.640683760335
