,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
AOI1 Saccade Lengths,115.90158615728024,89.9295280123999,621.0237092599751,169.5240327478181,38.444618228060826,350.6015337371445,51.499670902889186,177.82633501986442,96.61779581854766,24.098867965517194,52.773251622693664,222.45201119114117,84.09384146872064,58.87304185489804,99.11425563665287,85.42864573728171,95.18485902459135,6.30436206680204,77.75730319527293,73.14028853701257,409.1712271702037,481.92398330635825,126.72424594666045,30.099983870504335
AOI1 Absolute Saccade Angles,-147.8509693520508,154.57717872375648,-4.058004108916343,176.35910632001054,161.5562519694181,173.8154385543402,-52.15327576234023,8.890898604879423,167.0607455263948,-144.35311913160226,19.525202253953342,-166.76568161575884,36.82447172957856,-75.87454231173271,33.125567974399644,177.89116952587094,-13.933550512456039,71.2421156697547,13.786988771899487,-165.12676005391802,-3.3408336403513093,-178.6702752818261,11.73600681571619,2.387903411357658
AOI1 Relative Saccade Angles,122.42814807580724,21.364817167327196,0.4171104289268627,165.1971456494076,167.74081341507787,45.968714316680476,118.95582563278035,21.83015307848463,131.41386465799704,16.121678614444406,6.290883869712196,23.590153345337416,67.30098595868871,70.99988971386765,35.23439844852873,11.824720038326953,94.82433381778925,122.5448731021448,1.0862511741824825,18.214073586433276,4.6705583585252235,10.406282097542276,170.6518965956415,
