,Mean,Standard Deviation
AOI4 Saccade Length,51.11239635401729,39.97588682634138
AOI4 Absolute Saccade Angles,-11.909296559636356,132.2137636139488
AOI4 Relative Saccade Angles,74.63940761201204,51.310372928408555
