,0,1,2,3
AOI1 Saccade Lengths,45.253586622210584,9.549513615869232,84.59838437229536,158.3342279900141
AOI1 Absolute Saccade Angles,43.60501403176475,-174.49425398341208,17.84478936514307,-160.1797060554932
AOI1 Relative Saccade Angles,38.09926801517683,12.33904334855515,1.9755045793637593,
