,0,1,2,3,4,5
AOI6 Saccade Lengths,148.0085720956943,38.43936199004541,20.252887619695496,101.65401577871017,100.3588092119772,65.07718544861248
AOI6 Absolute Saccade Angles,-179.38752928899572,55.26814475685327,-70.60486479610263,-19.709355169216625,134.02854772301333,-113.02432169173639
AOI6 Relative Saccade Angles,54.655674045849,54.12699044704409,129.104490373114,26.26209710777007,67.05286941474968,
