,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
AOI1 Saccade Lengths,130.86638755009596,95.90913747545142,53.50668783872729,102.73867732890064,85.97181311641103,103.77639165764616,95.73481802918516,240.91209849378532,147.1614139215159,79.08305260632031,65.93861504223774,48.00930675646679,78.07538211115681,9.435166416170427,60.148126877471,16.562382818481503
AOI1 Absolute Saccade Angles,-7.832874228324042,176.04224143558338,10.481437923706244,-6.446324819127156,160.81348442424928,-1.0122813757058373,-148.49125811275923,166.2170055711289,-26.7465510142913,130.21417548724065,-100.43775776212557,117.19806093196436,6.714094997222378,176.06955105085413,-134.80558630700227,-67.31695165892167
AOI1 Relative Saccade Angles,3.8751156639074327,14.43919648812285,163.0722372571666,12.740190756623562,18.17423420004488,32.52102326294662,134.70826368388813,12.963556585420207,23.039273498468052,50.65193324936623,37.635818694089906,69.51603406525804,10.644543946368284,130.87513735785635,112.51136535191942,
