,Mean,Standard Deviation
NOT_AOI Saccade Length,76.34231845144188,59.23624201985816
NOT_AOI Absolute Saccade Angles,0.23061898569404252,104.11669834656067
NOT_AOI Relative Saccade Angles,104.1630543312279,51.074656851117815
