,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
AOI5 Saccade Lengths,65.50042577110871,165.08452814114398,296.5853105018332,47.905836061583415,46.1073470900749,150.18881146567162,90.90434139386443,47.13125547360411,114.65347935309632,132.9708033009525,386.22282318316803,271.0672419503546,32.57477949900386,231.54145004503354,82.24269354416802,125.36459560222987,183.9172311505129,184.70258248836342,272.1508318010995,56.07320716386666,21.280287714850232,452.88203189588086,256.54010494917713,145.0022633075231,98.4117587560804,303.33095510900324,153.3744174897705,47.54782576192993,224.78595208132134,238.55251593858316,199.621544420008,68.56718901586873,76.17210754252166,49.648298230029496,64.6681676283877,43.303442361792406,29.16049339600701,8.093610947526084,517.0506442496384,62.48289119874011,46.38024918660605,44.954789445627846,11.772857844059256,57.791360087799795,131.2739567977274,183.57491724927755,73.14510888217545,65.45501608527421,19.43574368638973,80.34012499297005,641.3419391582332,73.34799850076088,83.64454792166552,254.90725943324057,352.6354326783693
AOI5 Absolute Saccade Angles,-15.855305534490586,6.057266133983796,178.8701311402493,71.42059079679053,-93.79481004770214,-8.162894080278743,0.27020484555298346,120.50164002312353,-172.67983827137402,-10.834394564280004,175.1667526428945,-7.422663390728913,112.92004590861264,-2.538796666197951,143.0196322170759,-155.20130268287863,162.4662019972185,-16.13918949948802,171.3040728046842,-165.22489563344385,-28.450710014701627,0.1899025075372853,-7.8896623813815365,163.87988326200954,-170.22549003858833,175.44709666564287,178.19566020737872,-37.15958552443258,10.509970665263376,-174.451893177705,-1.6002705129237456,9.76027384968562,-12.123495702187085,-56.1091779616765,-0.7592481533902588,60.423523993028105,-0.5140225497350092,86.98081443300275,-175.9779147847196,82.35111939682545,-98.36919751209469,79.30229538009999,-119.94606891325124,-52.64027421486114,0.08142146629794748,159.94481361220446,-167.09059623329685,-119.22243741432638,165.96879221388699,36.10111313621216,-0.347289196411441,-145.15374377956329,8.220369290081495,-176.19499290387353,170.1984836045592
AOI5 Relative Saccade Angles,158.08742833152562,7.1871349937345075,72.55045965654125,14.784599155507307,94.36808403257659,171.56690107416824,59.768564822429454,113.18147829449757,18.154556292905976,6.001147207174466,2.589416033623375,59.657290700658464,64.54115742518943,34.44157111672615,118.2209348999545,137.6675046800971,1.3946085032934707,7.443262304172246,156.5289684381281,43.225814381257756,151.3593874777611,171.9204351110812,8.230454356608956,154.10537330059785,165.6725867042312,177.25143645826415,35.35524573181131,132.33044381030402,4.961863842968371,7.1483773352187505,168.63945563739063,158.1162304481273,136.01431774051056,124.65007019171374,118.81722785358163,119.06245345723687,92.50516301726225,82.95872921772234,78.32903418154505,0.7203169089201222,2.328507107805341,19.248364293351226,112.6942053016099,127.27830431884092,20.13660785409349,147.03540984550128,132.13184118102956,105.19122962821336,50.1323209223252,143.5515976673764,35.19354541684817,26.625886930355232,4.415362193955016,166.39347650843268,
