,0,1,2,3,4,5,6,7
AOI2 Saccade Lengths,82.19904600269167,48.57320736193014,13.290641649449654,55.10600441261693,145.57534352323572,116.75352472995624,349.40784357528815,57.89614834266329
AOI2 Absolute Saccade Angles,115.60641851590154,-88.00049233857656,-13.314660049009643,1.348147288694309,164.40933302384735,-24.536770328863373,-3.3266796528223814,-0.8340650790676603
AOI2 Relative Saccade Angles,23.60691085447809,105.31416771043307,165.33719266229605,16.93881426484696,8.94610335271072,158.789909323959,177.50738542624526,
