,0,1,2,3
AOI3 Saccade Lengths,70.58542797941136,14.734102950359075,42.64047858003428,32.74352455113191
AOI3 Absolute Saccade Angles,-90.72735317745047,-167.8700838363633,72.05095520891177,-61.53275982765672
AOI3 Relative Saccade Angles,102.85726934108718,59.92103904527508,46.4162849634315,
