,0,1,2,3,4,5,6,7,8,9,10,11
AOI5 Saccade Lengths,16.725482711238996,174.28221963364345,129.93503040385733,61.21408708356002,114.68897017413036,56.23021206901816,27.57022872007362,61.9350265121674,42.29553034816049,108.91678642730443,12.846456475242436,63.68891691801021
AOI5 Absolute Saccade Angles,-145.28770609508985,3.9005284196827175,158.15667729406525,-9.562951041238284,176.2757902834728,-77.05884314503635,-26.815095381999246,79.62816001981702,157.57598131591556,-37.261751502517896,-168.99784507569439,107.71199433784496
AOI5 Relative Saccade Angles,30.811765485227433,25.743851125617493,12.28037166469649,5.838741324711049,73.33463342850912,129.7562522369629,73.55674459818373,102.05217870390148,14.837732818433444,48.263906426823524,96.70983941353933,
