Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
9468.797229922875,12888.062499977648,7722.70434782816,6710.505000007152,7646.105555567477,11460.011111127005,12355.860000020266,9666.558241764049
