,Mean,Standard Deviation
AOI5 Saccade Length,79.70589858559838,99.71907472363257
AOI5 Absolute Saccade Angles,13.432337798190126,109.22009307863593
AOI5 Relative Saccade Angles,96.13651286439467,57.211346519832766
