,Mean,Standard Deviation
NOT_AOI Saccade Length,53.077418354125655,54.73299048838292
NOT_AOI Absolute Saccade Angles,3.9422047988788482,99.186020329031
NOT_AOI Relative Saccade Angles,128.29136478260847,53.43969051720965
