Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
14468.937810939393,15805.423076917346,15385.532258058747,14280.87906976252,16804.296153839965,12136.531999994517,21878.57857142389,14149.988026601512
