Left Position,Right Position,TopAOIPos1,BotAOIPos1,TopAOIPos2,BotAOIPos2,TopAOIPos3,BotAOIPos3,TopAOIPos4,BotAOIPos4,TopAOIPos5,BotAOIPos5,TopAOIPos6,BotAOIPos6
50.0,1226.3125,-35.0,49.0,115.0,199.0,265.0,349.0,415.0,499.0,565.0,649.0,715.0,799.0
