Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
6881.620915043977,6929.4181818257675,4012.312500014901,4216.540000009537,4571.783333361149,4937.891666690509,7418.858333354195,7145.47420635914
