,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304
Page Saccade Lengths,28.02725365557831,15.61148182553688,24.530459709162855,14.314447051737314,14.085941643005254,13.482954569748511,25.799503936068028,21.32931215793298,6.181340491769135,16.17358895190587,30.515741606610597,26.699878932124328,6.637470973617381,5.829871777107854,5.073188527007284,4.371875312451447,3.730573648851051,17.244394634225955,14.402981422835428,11.737159937532086,59.72157542887081,28.952454291503326,14.886460306732861,12.781884523811415,13.009590437883563,10.463712005803137,10.903592577203256,8.395199025524882,9.12076239017729,7.640395760405318,6.256478448412187,4.998555250411624,3.884360210528891,9.452787554373277,10.848752789011115,17.102616826357476,24.780591284664535,17.769364164795746,21.20741252451721,52.8237563909322,58.76355976942574,35.481215878145164,26.07610376188291,68.00793672956563,91.28595603393227,47.26788725184308,38.74212570671024,30.913289767070793,23.909334169233425,17.79215372448054,9.723740785155249,46.59722453310948,40.79770059321618,34.95324847383659,23.005847680669483,30.940341619399785,25.407396479655464,70.53808019284511,14.77106041893839,37.557691117788515,32.68208302813425,27.790773313109266,23.081331903710606,38.27367076199387,14.681077357039142,21.37656918140015,14.78153390915243,13.325162606982518,11.804741359237422,23.560859143826136,10.751240092809809,9.547352825115723,8.350083164644802,7.192173548917094,6.100838171458722,5.096721305397372,4.193989276234341,25.45826463690896,22.02630282521077,18.619827857526303,148.28940956136205,110.27800992632254,91.80729298285432,74.53420743536802,58.82993297864921,105.29930930703964,74.054018849166,101.61624664498952,89.3673457308298,76.80842055666504,64.5146800070114,52.90218843364949,42.252697817734344,32.73775285072465,24.441464297450146,17.38210408391817,11.534547360446862,6.863971939149789,3.4408935757855623,2.0676271779902673,5.389380759089121,6.439108618304749,6.958969541539798,7.066994692952124,6.866675264444301,6.446645728419115,59.99088265047161,159.9695789842555,135.43911896761716,111.96433074274567,90.1991894498817,70.55900585814092,53.26651209703927,38.393684279143706,25.899061347124075,15.661608683524975,7.5203892797015826,1.5898160801599057,3.8050414406639965,7.059599688689777,9.223558056521743,10.463661600380657,10.967317753220852,10.9057873986149,10.428842472742037,9.66383881080796,8.716348291809135,7.671606755164456,55.492167667935995,160.93758790617898,103.27140187093349,69.50080843504163,75.76085013421766,60.696413342304496,18.188597491227522,117.44031145767399,42.408090956476435,4.4979218483221075,7.588095462452591,63.4119316567547,52.4238225284402,81.09593367603402,44.17211919474224,94.8170473275908,136.2562111749096,31.760760552385072,45.85699203124353,61.888832282248146,61.43353051933443,37.92916156073024,192.16546648606626,138.0053749192783,49.254879717523295,87.71849257955115,43.604378311887885,40.82806299248658,61.04741221610253,54.08257096545839,29.045404255948196,24.256032397043093,44.08475686839723,37.2423782923939,30.74477038171889,24.758338690227028,27.08763000810295,24.26003555223378,21.29164794837127,26.600849534346434,22.72059684174859,25.97145780575223,48.911003847304286,42.24890554180592,155.5370418340548,95.70750026032293,77.2774057556722,83.78976181131166,76.04799536203105,23.56415488048951,20.814139979776453,45.590625931139044,18.058835784684632,31.82873686607683,14.50219763492427,7.0986113610265384,23.25907041449231,22.170053515037054,19.86475083335109,17.639268760244743,15.426565506176374,13.28698845742119,11.27069983353464,9.415748548056381,7.748235967856013,6.495773838118286,100.99688653484537,77.97384122858989,143.5600627074336,45.55397739319074,55.799800773169004,55.67648913539699,99.31411225553337,43.20277464407303,37.66994958804234,28.731406233708146,22.530000595757052,18.931839421354283,13.93495807815628,3.7653019394457092,6.823909890409218,5.018510715478005,3.9754527088724876,2.0709626619133386,4.365614497385186,2.401716665124731,5.068811448091775,3.0724804717136913,64.6369537940278,47.3402977522248,39.89646589400496,71.12078802864778,16.703150903728503,30.059916096443292,24.662542308711448,12.568794848360548,11.983738136186464,11.144298664383323,35.531071489610156,12.081681099696986,8.553567253990234,7.303780645421108,6.09477730745499,4.963608497085547,3.934769813501875,3.022552567357285,31.1982701981569,26.94523127032164,22.38344233867147,16.113327750640227,59.41966298946504,53.78137582379348,42.26914594811872,74.44511409952652,72.37888986831301,48.38663022354355,37.757737594694596,28.438852018771936,20.463567316353565,25.734312972211526,6.687940742851917,31.035378167909705,29.298951459310945,26.862164625792836,34.275755112022054,33.57243461077772,7.764443743144191,24.019426141252886,21.00175112559986,17.968134803513575,21.234304070006544,17.412933756461168,54.54706741242702,70.30032538274617,64.7205083026748,10.101526603687724,6.059908266887848,3.9290427817298172,3.9994556663538723,30.168509274857367,10.102526079502825,23.270026363041865,15.359611028408978,14.76606284223131,33.27309274712376,14.033901696914882,10.74721526093693,7.90359251156534,27.8355190448152,24.8479175118454,21.65823316425994,24.82082890824207,21.442804770786708,17.838527629263517,45.57559406822561,57.14283742004823,38.527040854588066,88.1901422220617,146.3201087196754,72.8017185682815,121.59996575458213,97.9485821551238,76.63830945445297,50.25383709608009,34.06114025430206,44.225978877679665,34.9681571471152,7.029586140686928,10.499446354343771,26.189780306644913,24.17740935138723,22.12792448929343,12.208990760415853,12.37699915337837,17.363171762661622,59.24913755358051,57.976330949582334
Page Absolute Saccade Angles,-0.03812934150626845,12.769647442194564,-69.40421751056292,14.932367711102193,-149.93493173442408,-155.43913687900397,29.495090643306984,31.922076934155587,128.95303552801718,33.94603479638166,-117.87405022168058,-119.78527838406517,44.25464244229172,51.196054406606216,57.899763758194965,64.49899041273933,71.12456311215068,37.13882968141796,37.96449938298801,38.86009351388736,136.9379468616901,-157.69641719077302,-39.96528755120591,-95.53010607583977,-34.10254435800136,-101.46711075258352,-25.98299948240776,-111.69231143766402,-15.690120849317315,-13.334767712249702,-10.79967463784214,-7.938651581164832,-4.53594935052152,-155.37989376228637,-66.32887343125446,-166.44568774838265,-21.41116861872537,-175.87096600677958,26.929054174008858,-73.13755695418733,-95.71085177191341,-68.32267545064182,145.0814766151554,132.14702819680622,102.32777194462616,138.16413917921037,138.4591482146507,138.79217112857913,139.1905611399632,139.7015891542661,5.572295889535026,-101.5694347609853,-99.2875273871282,-97.04165939746011,42.54242146169705,-97.14228838252666,48.744083273014276,77.8347673421034,29.307730158396804,-133.80652873379853,-133.1605976910971,-132.51612921976275,-131.84242588876907,-85.66757041585949,-11.433327819659748,-110.35104983981988,11.468466067716417,16.561347258739875,21.26852388964974,-57.50005494196171,48.72535482876926,54.17300985850624,59.35064410733371,64.42461585282248,69.55179651967416,74.89393136764687,80.632336646464,-142.64178047296156,-142.83985712874983,-143.0397990002359,66.82710459749886,61.573815660973835,61.29771594388359,60.99612598698126,60.64865890541765,138.81594032589695,-124.54057125335454,-116.94209592302784,-115.86849411581638,-114.81988486273279,-113.74749570129246,-112.59799643977219,-111.30219638182072,-109.75624529719738,-107.78303473224797,-105.03882397579959,-100.74343732022203,-92.69393330070383,-72.41760718263826,-14.277116574526506,66.91849005750497,66.63335709626008,66.47033087730337,66.36066653772137,66.27861607332588,66.21221130599986,17.926888172614724,60.84552242531069,61.14406849438631,61.45897860052485,61.80807541858141,62.217045400960885,62.72832585473875,63.42202954861336,64.47538610669825,66.38203982054635,71.23461190381363,109.20317705755825,-134.65522645527236,-126.07166448952805,-123.46629269510191,-122.16890181984446,-121.36340580343843,-120.79284723225504,-120.3498724452658,-119.9808078875604,-119.65480569649739,-119.3516254837832,-142.5136828712767,-101.04422729441565,-129.89959096733875,-110.86575267655432,-89.65147904066549,-92.21805311661893,-62.045683972886934,-19.885188735681933,10.217995288028707,-71.49141936540748,130.14321619471025,-163.66525963810582,4.221991434164066,139.1310166012043,-117.8388099824544,138.9645087448279,77.2936613598644,-83.21033809812445,0.535187059142046,148.1726133777846,-44.32263602458924,166.80659745180287,108.01773647654373,118.27812583621676,-163.66670518481175,-79.4105416652143,-79.22524709686266,116.83134471073264,-53.87771469773796,-53.306452769462254,-120.77198037575803,-120.8962715997564,-41.53622218941828,-39.822278217203014,-38.00785355187115,-35.992788376788845,176.69298637837358,172.9970014494319,169.52584897415443,-17.2989949712762,-14.934489104573169,161.6075725116199,121.21823832748034,119.82407079595644,89.08977826340667,99.15557769367864,83.24178234733593,96.0253709001823,101.86253171554687,45.27787507136081,-52.26392770051115,36.12945686903532,-10.273043581286005,27.792948038825116,-96.74386278750416,85.48127680494615,-44.623466379491816,0.333275048582769,-63.10232284443768,-68.55451245935585,-73.73700703882088,-78.81610718829857,-83.94867257936659,-89.2964492487311,-95.04072985274377,-98.67761241834279,-100.79709758055245,-109.24027392136401,-92.3711695026056,72.2132864381377,69.74204312063763,70.43750643433945,94.2764469889115,53.1376370679945,60.887818450235706,50.46981777128973,49.45511030311843,65.08965490844045,66.21549999797402,134.14060018027791,20.038039877976757,76.09838035007688,-24.9378429863084,120.67519880132996,-65.16430031737559,175.69818985678637,-80.14250113317014,-172.68800808805204,-171.41246907106694,-141.46469894748753,-138.35180268366574,100.29745436631516,36.81302769244697,105.8280006244794,103.62555192096816,-90.69177100223469,-85.58638701107317,-81.33715989532604,-21.520264287659597,169.1766762378048,-93.02922356290577,-91.76020338317039,-90.44534833364504,-89.01694039312173,-87.38342992981342,-85.4028583553992,-10.863577265250015,-8.818663931717898,-8.012712749484766,-69.31659499761706,71.69680524531886,89.52971645437863,71.25513629932972,100.07492741136015,107.13278274331007,101.52799445654689,102.94382715344865,104.72238546912833,107.1454766200223,123.14891247877507,112.09634369803108,-91.12768068350826,-90.13407349740253,-89.28656876018402,167.0626152834966,-129.4103944920472,141.33698973735446,-62.56331178453497,-60.33590474494818,-58.1376719777066,-75.55403465067414,-74.47505117094559,-55.078585032721705,-66.92838076164475,-73.96047702055769,-104.29442137463163,-122.14957515789364,-157.73933320488382,161.64274861498805,-99.67872415579112,109.63080009320664,-100.9991158086967,99.80915185577102,98.87322269205825,-87.4757248350748,-104.13639651107849,-105.68963380158671,-107.7259594956567,91.3035739657525,90.94446220587358,90.60372233911971,-85.35844515514084,-85.17520943013508,-84.91627506986056,-99.19587254765666,-59.66358457189145,-97.35651686925662,-96.9101810903751,-105.6094959081998,-116.24673364293129,-82.59717131346251,-81.54387470781876,-80.31001826491482,-55.37848117405653,-74.43849474416515,-23.4827069171451,-13.857775153965434,-141.69888668631117,12.278040962868342,172.9767995940585,164.5121118422714,157.12213213627473,91.95736154862585,90.43070372564313,83.44571803361143,92.99162750646317,126.74959227339093
Page Relative Saccade Angles,167.1922232162992,97.8261350472425,95.6634147783349,15.132700554473736,174.49579485542014,4.9342275223109295,177.57301370915138,82.96904140613842,84.99299926836449,28.179914981937777,178.0887718376154,15.960079173643129,173.05858803568552,173.29629064841123,173.4007733454556,173.37442730058865,146.01426656926728,179.17433029842996,179.10440586910065,81.92214665219727,114.63436405246307,62.2688703604329,124.43518147536615,118.57243828216158,112.63543360541784,104.51588872982425,94.29068804474376,83.99780941165331,177.6446468629324,177.46490692559243,177.1389769433227,176.5972977693567,29.15605558823515,90.94897966896811,79.88318568287181,34.96548087034272,25.5402026119458,22.80002018078843,79.9333888718038,157.42670518227393,152.61182367872843,33.40415206579722,167.0655515816508,150.18074374781995,144.1636327654158,179.7049909645597,179.66697708607154,179.60160998861596,179.48897198569705,45.87070673526894,72.85826934947968,177.71809262614292,177.75413201033194,40.415919140842824,40.315290155776296,34.11362834445907,150.90931593091085,131.4729628162934,16.88574110780467,179.35406895729858,179.35553152866564,179.32629666900635,133.8251445270904,105.76575740380025,81.08227797983986,58.1804840924637,174.90711880897655,175.29282336909017,101.23142116838856,73.77459022926901,174.55234497026302,174.82236575117253,174.9260282545112,174.87281933314833,174.65786515202728,174.2615947211829,43.274117119425554,179.8019233442118,179.80005812851394,29.866903597734744,174.746711063475,179.72390028290974,179.69841004309768,179.65253291843638,101.83271857952067,83.35651157925149,172.40152466967328,178.92639819278855,178.95139074691642,178.9276108385597,178.85050073847972,178.70419994204858,178.45404891537666,178.02678943505055,177.25578924355165,175.70461334442243,171.9504959804818,159.72367388193445,121.85950939188825,98.8043933679685,179.7148670387551,179.8369737810433,179.89033566041797,179.9179495356045,179.93359523267398,131.71467686661487,137.08136574730403,179.70145393092437,179.6850898938615,179.65090318194345,179.59103001762054,179.48871954622211,179.3062963061254,178.9466434419151,178.0933462861519,175.1474279167327,142.03143484625537,63.85840351283059,171.4164380342557,177.39462820557387,178.70260912474257,179.19450398359396,179.4294414288166,179.55702521301075,179.63093544229463,179.673997808937,179.69681978728582,156.83794261250648,138.53054442313893,151.14463632707688,160.96616170921558,158.78572636411116,177.43342592404653,149.827630856268,137.839504762795,149.89681597628936,98.29058534656383,21.634635560117705,113.80847583281607,12.112748927730113,45.090974832959795,76.96982658365866,76.8033187272823,118.32915261503653,19.496000542011142,96.2544748427335,32.36257368135745,12.495249402373826,31.129233476392105,121.21113902474085,169.73961064032696,101.94483102102849,95.74383648040255,179.81470543164835,16.0565918075953,9.29094059152941,179.42873807172427,112.53447239370422,179.87570877600166,100.63995058966188,178.28605602778475,178.18557533466816,177.9849348249177,32.68577475516244,176.30401507105833,176.52884752472252,6.824843945430648,177.635494133297,3.4579383838069315,139.61066581586044,178.6058324684761,149.26570746745026,169.93420056972806,164.08620465365732,167.21641144715363,174.16283918463543,123.41534335581393,82.45819722812804,91.60661543045352,133.59749954967867,141.9340083798889,55.463189173670735,2.225139592450296,49.895256815562036,135.0432585719254,116.56440210697954,174.54781038508185,174.81750542053499,174.92089985052232,174.86743460893194,174.65222333063548,174.25571939598734,176.36311743440098,177.88051483779032,171.5568236591884,163.13089558124165,15.415544059256694,177.52875668249993,179.30453668629818,156.16105944542798,138.861190079083,172.2498186177588,169.58199932105404,178.98529253182872,164.365455394678,178.87415491046644,112.07489981769612,65.89743969769884,123.93965952789989,78.96377666361472,34.386958212361655,5.839499118705537,60.86249017416197,75.84069098995653,87.45449304511808,178.7244609830149,150.05222987642057,176.8871037361782,58.649257049980896,116.5155733261318,110.98502706796756,177.79755129648876,14.317322923202848,174.89461600883848,175.7507728842529,120.18310439233355,10.696940525464383,82.20589980071054,178.73097982026465,178.68514495047464,178.5715920594767,178.3664895366917,178.01942842558577,105.4607189098508,177.95508666646785,179.19404881776686,118.69611775186769,38.98659975706408,162.16708879094023,161.7254198449511,151.18020888796957,172.94214466805008,174.39521171323685,178.58416730309827,178.22144168432033,177.57690884910605,163.9965641412472,168.947431219256,23.224024381539344,179.00639281389425,179.1524952627815,76.34918404368062,116.4730097755438,90.74738422940166,23.90030152188945,177.77259296041322,177.8017672327584,162.58363732703245,178.92101652027142,160.6035338617761,168.15020427107694,172.96790374108704,149.66605564592606,162.144846216738,144.41024195300983,139.38208181987187,81.32147277077917,29.309524248997736,30.629915901903324,20.808267664467724,179.06407083628721,6.348947527133042,163.3393283239963,178.44676270949176,177.96367430593,19.029533461409187,179.6408882401211,179.65926013324614,4.037832505739459,179.81676427499426,179.74106563972546,165.7204025222039,140.4677120242348,142.30706770263484,179.55366422111848,171.30068518217533,169.3627622652685,146.3504376705312,178.94670339435626,178.76614355709606,155.06846290914172,160.93998642989135,129.04421217297994,170.37506823682034,52.158888467654286,26.023072350820506,19.301241368809848,171.53531224821288,172.61002029400333,114.83522941235113,178.4733421770173,173.01501430796827,170.45409052714825,146.24203523307224,
