,0,1,2,3
AOI3 Saccade Lengths,56.29773133682756,14.886894445360465,89.16552508919584,45.672637559946544
AOI3 Absolute Saccade Angles,77.85267476562488,11.199691611377862,-164.22197091501417,-16.28582295343172
AOI3 Relative Saccade Angles,113.34701684575299,4.578337473607967,32.06385203841755,
