Left Position,Right Position,TopAOIPos1,BotAOIPos1,TopAOIPos2,BotAOIPos2,TopAOIPos3,BotAOIPos3,TopAOIPos4,BotAOIPos4,TopAOIPos5,BotAOIPos5,TopAOIPos6,BotAOIPos6
50.0,1071.671875,35.0,119.0,185.0,269.0,335.0,419.0,485.0,569.0,635.0,719.0,785.0,869.0
