,0,1,2,3,4,5,6,7
AOI6 Saccade Lengths,213.85855807432455,154.97132582677077,25.28121650020223,70.51760115277479,132.86659993721096,144.66521513765412,113.3070903491065,150.57449162949106
AOI6 Absolute Saccade Angles,-8.673513688828356,152.66501674900618,-41.879847600902664,-179.05395828949776,-7.257186913996775,-164.254377178886,-1.1902595718808453,148.6738807073633
AOI6 Relative Saccade Angles,18.661469562165458,14.544864349908842,42.825889311404936,8.203228624499054,23.002809735110766,16.935882392994834,30.135859720755832,
