Left Position,Right Position,TopAOIPos1,BotAOIPos1,TopAOIPos2,BotAOIPos2,TopAOIPos3,BotAOIPos3,TopAOIPos4,BotAOIPos4,TopAOIPos5,BotAOIPos5,TopAOIPos6,BotAOIPos6
50.0,742.09375,-3.0,81.0,147.0,231.0,297.0,381.0,447.0,531.0,597.0,681.0,747.0,831.0
