Left Position,Right Position,TopAOIPos1,BotAOIPos1,TopAOIPos2,BotAOIPos2,TopAOIPos3,BotAOIPos3,TopAOIPos4,BotAOIPos4,TopAOIPos5,BotAOIPos5,TopAOIPos6,BotAOIPos6
50.0,1610.859375,92.0,176.0,242.0,326.0,392.0,476.0,542.0,626.0,692.0,776.0,842.0,926.0
