,0,1,2
AOI6 Saccade Lengths,28.472240358911193,44.80446597694059,161.52839706954012
AOI6 Absolute Saccade Angles,23.298854982108708,-48.38512579861999,7.686824122074909
AOI6 Relative Saccade Angles,108.31601921927133,123.92805007930512,
