,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AOI2 Saccade Lengths,127.54332561051282,37.366099688745216,82.00676396785546,107.24133850532738,44.60299222447175,8.59137094181136,23.701741491216932,19.209378836185117,115.37010709660085,23.081350177472927,42.53520661649367,6.737837037085123,68.99858510651764,26.522432418877646,77.4607624007404,106.16617833572415,32.557873729506625,31.21025831169326,67.8749220975857,14.722124759110434,98.43630714084178
AOI2 Absolute Saccade Angles,-163.30415877173175,94.01072650713847,20.662082476442876,-148.8785546839499,-3.9295541511129075,164.92606092843988,144.87855732290066,10.38133124460237,156.00496786059125,-64.2152404967558,-118.36201738400239,-148.5785211922666,44.71516473106686,-24.76822700706688,-161.21199389271877,-3.6865266843006568,83.56739991080975,174.5241464363477,-35.80829338356979,14.627290177061811,26.780498370833794
AOI2 Relative Saccade Angles,77.31488527887021,106.65135596930442,10.459362839607268,35.05099946716305,11.144384920447258,159.95249639446084,45.502773921701724,34.37636338401111,40.220208357347055,125.85322311275343,149.78349619173576,13.293685923333461,110.51660826186625,43.556233114348125,22.47453279158189,92.74607340488957,89.04325347446208,30.33243981991747,129.56441643936842,167.84679180622803,
