,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
AOI2 Saccade Lengths,242.9918342687469,21.68731982369395,193.31917520208174,41.171512803214725,42.02036408956011,17.56594482428597,13.647749405421134,9.587555846346065,27.16318849138762,25.584571531810624,17.175203686106993,5.665349408115464,16.236836100343336,77.56125110529,171.12276584468427,137.35104518873555,40.13228038976878,37.8918723955467,157.35361762021756,164.33218221960857,86.85583408916305,51.84848780015967
AOI2 Absolute Saccade Angles,-170.41616100738946,22.979524641561525,10.468311547572656,-43.28146859284875,48.378953294876005,-80.61651734789226,-106.18322610992965,-113.2712912651098,84.28646279843274,82.36760777512846,83.30741171346241,-104.1783154379236,132.68857099404633,-172.15826986285802,-172.2072658755403,4.260348451271993,-95.61240908287267,142.23461670401412,-4.920955483708306,-176.28220318472952,153.45126134404583,-75.39065832835185
AOI2 Relative Saccade Angles,13.395685648950987,167.48878690601117,126.25021985957858,88.33957811227525,51.00452935723175,154.4332912379626,172.91193484481985,17.557754063542536,178.0811449766957,179.06019606166606,7.4857271513860235,56.86688643196993,124.84684085690434,179.9510039873177,3.532385673187719,80.12724246585535,57.84702578688677,32.844427812277594,8.63875229897877,149.73346452877533,48.84191967239765,
