,0,1,2,3,4,5,6,7,8,9,10,11,12
AOI6 Saccade Lengths,30.564005384491104,34.49043436563316,72.7712012240178,25.038470648288676,5.284750406956545,23.86874753561436,113.4158218375534,14.130120309353527,80.30405296449725,120.34721316707464,84.75879326805237,88.04995237684359,91.30474308593064
AOI6 Absolute Saccade Angles,56.584832219838056,-67.69545713759639,151.35628678367257,-174.04544365401506,-51.263170078182654,-83.65028327342412,-3.395572936529765,98.524550409331,48.47130871771991,-162.72098215725697,170.1669940497778,2.1470950349366915,172.15993475540515
AOI6 Relative Saccade Angles,55.71971064256553,39.051743921268944,145.4017304376876,57.21772642416762,147.61288680475855,99.74528966310564,78.07987665413926,129.94675830838892,31.19229087497688,152.88797620703477,11.980100985158904,9.987160279531528,
