,Mean,Standard Deviation
AOI3 Saccade Length,79.21450822301342,53.59146135780797
AOI3 Absolute Saccade Angles,-19.562925927637416,113.41542906138461
AOI3 Relative Saccade Angles,71.60881647624387,55.053464106018744
