,Mean,Standard Deviation
AOI2 Saccade Length,59.87964794424977,42.33077047407583
AOI2 Absolute Saccade Angles,-8.623521638211093,123.34671291384751
AOI2 Relative Saccade Angles,89.16374621865256,54.460873088813045
