,0,1,2
AOI2 Saccade Lengths,61.899767398022455,96.20473980700459,38.30870804009381
AOI2 Absolute Saccade Angles,51.57793585993089,-37.8024851448134,48.14863715796235
AOI2 Relative Saccade Angles,90.61957899525571,94.04887769722424,
