,0,1,2
AOI1 Saccade Lengths,55.19012482390626,42.953628143941856,44.80868521355239
AOI1 Absolute Saccade Angles,20.408815800663753,-80.68865171334845,-174.86461816484803
AOI1 Relative Saccade Angles,78.90253248598779,85.82403354850042,
