,0,1,2,3,4,5,6,7
AOI1 Saccade Lengths,61.89966679172231,29.687038270099137,42.69043228929192,98.41037667487349,73.35310630370878,79.43575824487152,221.89696223595857,243.40914720568819
AOI1 Absolute Saccade Angles,-115.33329496298299,139.89049995262465,120.76031439334923,-133.08348978990543,75.76819579463037,-35.15754268690307,-179.05758200390778,177.22204122675143
AOI1 Relative Saccade Angles,75.22379491560761,160.86981444072455,73.84380418325465,28.851685584535808,69.07426151846654,36.09996068299528,176.27962323065924,
