,0,1,2,3,4,5,6
AOI3 Saccade Lengths,77.57239171498873,27.24624053307529,45.895813774818514,71.74330165640167,60.5856547641901,84.98475280590814,83.05195386818747
AOI3 Absolute Saccade Angles,168.93255829772392,-145.05716552847107,156.23508176135243,-10.91303508198972,-59.74913340394879,179.38611366924405,121.55150276267292
AOI3 Relative Saccade Angles,133.989723826195,121.29224728982354,12.85188315665784,131.1639016780409,59.135247073192836,122.16538909342884,
