,0,1,2
AOI4 Saccade Lengths,73.07229164613372,195.54683741252072,169.7071434616356
AOI4 Absolute Saccade Angles,-7.233847212833673,171.23948111834832,14.356401863980345
AOI4 Relative Saccade Angles,1.5266716688180273,23.116920745632044,
