,0,1,2,3,4,5,6,7
AOI5 Saccade Lengths,66.46466593652114,95.6062140267082,46.788922158904185,140.7697298604328,46.57124765335082,82.73435462836083,15.64852448322924,36.06010154194681
AOI5 Absolute Saccade Angles,-75.23911374463317,4.40264359218493,96.64725238521685,-163.9047894459033,12.193866003030983,17.16870919065545,-134.01896370004079,-135.09240415046858
AOI5 Relative Saccade Angles,100.3582426631819,87.75539120696808,80.55204183112015,3.901344551065724,175.02515681237557,28.812327109303794,178.92655954957215,
