,0,1,2,3,4,5,6
AOI2 Saccade Lengths,29.852686403667647,63.84106760957341,204.2035539177874,161.7173343216299,155.14132094744872,70.82450344746466,288.8535476270529
AOI2 Absolute Saccade Angles,110.94830533489792,-89.64231475989796,17.09790200401702,-179.4006941040717,-6.3687748258353745,-29.58799206411425,173.46268025248247
AOI2 Relative Saccade Angles,20.590620094795888,73.25978323608503,16.498596108088698,6.968080721763692,156.78078276172113,23.050672316596717,
