,0,1,2,3,4,5,6
AOI5 Saccade Lengths,45.40813869598947,156.30611613283062,88.38450167578097,50.5794560868159,371.761168399372,383.48575707913176,342.0739820803831
AOI5 Absolute Saccade Angles,14.93206773356407,-1.6111999160514294,26.630676785077235,-58.90844550974435,178.86469125604674,1.2579451598548808,176.27729483481434
AOI5 Relative Saccade Angles,163.4567323503845,151.75812329887134,94.46087770517843,57.77313676579107,2.393253903808154,4.980650325040539,
