,0,1,2,3,4
AOI3 Saccade Lengths,55.26480073609766,290.2017055972404,368.3544935717134,68.1634303592699,451.503206813209
AOI3 Absolute Saccade Angles,79.59082006652307,-2.30967591660627,-172.7438665634707,102.28397940965405,-5.335988354207539
AOI3 Relative Saccade Angles,98.09950401687065,9.56580935313559,95.02784597312473,72.38003223613842,
