,0,1,2,3
AOI4 Saccade Lengths,319.9708019002772,366.92318297681766,400.0534545700332,369.7869604639061
AOI4 Absolute Saccade Angles,-5.326151256070507,-179.8670221041375,7.762567226393934,179.7033606063321
AOI4 Relative Saccade Angles,5.459129151933006,7.629589330531435,8.059206620061865,
