,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
AOI2 Saccade Lengths,194.55804189477135,53.169442264899615,388.47161886646853,129.20830464935102,63.25730011293288,151.8642345058519,51.20090673683037,37.769578327313184,40.8243584555508,86.89537783523139,92.5655595859931,338.31005100052215,323.9107892016632,327.72216723079055,548.336589288494,37.367018482498715,42.5748951449759,66.16808849187832,237.5249756593821,131.03002713956525,112.53176891021606,94.76765300207872,99.67893721198493,57.32305387582679,3.7030278736929296,37.464391689579635,28.036721670690977,38.64849637739186,95.01943293473734,297.0608951735737,252.65856707752542,86.47718852520075,257.5673264388148,90.516897966234,192.55504753192173,124.14551440679628,274.3048450685825,336.1628219671489,49.64252096921626,93.9586826147348,377.837861819475,126.11217626936597,81.78141052463013,48.541606992367356,206.1699847875119,27.736094077445628,25.27294283287621,63.43649846764898
AOI2 Absolute Saccade Angles,-177.55092137987046,-5.974608958612184,-7.840234348800494,2.4817387039735337,93.42176943496877,-176.90813440211588,-79.88550524050726,-2.045521766147503,169.63860641438583,21.235353493892685,-151.15904995496285,-178.27625491312284,7.487537249131032,-8.041922828331654,173.90621147058198,-67.87634479451323,53.435531678504184,-145.29256790269795,-2.0967835340271894,164.39528344103937,165.33975950390118,-126.69628225421974,150.7442183502482,30.542552188019307,108.10116824594725,-127.89570478576043,101.32787069227344,-44.10518299022264,-34.6381753358095,7.494770332654266,179.3085710226903,152.37874613618027,-0.6159915900031836,-122.21530041827886,162.18382901774717,-9.108966552054328,6.664377977893772,-176.69093214909557,-29.044953679450266,2.2167396470918863,177.06109626558617,4.049248430515455,-12.747721445369109,-17.4640316333296,12.753226392501173,-73.21065202922878,-37.80437921652866,159.67517780397114
AOI2 Relative Saccade Angles,8.423687578741728,178.13437460981172,169.67802694722596,89.05996926900475,90.32990383708466,82.97737083839138,102.16001652564024,8.315871819466663,31.59674707950685,7.605596551144473,152.88279504184,5.763792162253852,164.47053992253728,1.948134298913626,61.7825562650952,58.68812352698259,18.728099581202127,36.80421563132924,13.507933024933466,179.0555239371382,112.03604175812089,97.44050060446791,59.7983338377711,102.44138394207208,55.99687303170766,49.22357547803385,34.56694631750392,170.53299234558685,137.86705433153625,8.186199309963966,153.0701751134899,27.005262273816587,58.40069117172434,104.39912943602602,8.707204430198486,164.2266554700519,3.355310126989343,32.3540215303547,148.73830667345786,5.155643381505719,6.988152164929287,163.20303012411543,175.2836898120395,149.78274197416923,94.03612157827006,144.59372718729986,17.47955702049978,
