,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
AOI4 Saccade Lengths,78.05475247058442,52.63868633131573,53.97391815298761,91.75843058155061,42.0095905333505,2.7790900856699983,57.134619483345126,69.74003295419435,26.869127155102813,48.294966768018746,124.76040605841105,50.47918494330637,19.693005253953512,57.73493856963732,40.94188140815756,52.80308388951121,58.87683797598917,35.48960886860752,34.00051587236046,17.877538928291795,23.857139866312977,36.452681309686305,63.993510541557,17.970664673939417,33.28789726304816,17.853048388595106,25.97669955203669,36.76255568288519,7.138007402115117,15.388876875211352,13.647122927066453,32.48816524833297,42.63320648658846,94.26703639639726,78.50950671695391,20.72387493816181,193.21549093138287,28.623366418545217,51.42227760416683
AOI4 Absolute Saccade Angles,-125.85081725980315,-173.13018253372144,86.77242100593865,-169.44209450481435,18.473948398578518,133.95493197782332,-30.914861100456626,13.22125729770514,28.2587116102512,-150.6854059520397,168.49718763852235,-110.6219189061878,36.69950647250601,152.63729524327297,-39.619657962919426,114.10583199527058,-30.424886487325157,69.91083249605116,-15.92652595264135,-159.87225472560038,-97.82688836975423,135.19128906881292,-66.04615393438596,18.225962647367204,125.33744351231861,81.02880563837711,22.676266977518928,-70.53460520334733,92.62947463169272,30.35105734436549,-103.97312002612827,-169.69465066375153,107.70830626892402,1.2429605843492009,5.670511377749015,-114.36368078350192,-172.85880292664208,-136.79883387689276,60.529884444746834
AOI4 Relative Saccade Angles,132.72063472608173,79.90260353966008,76.214515510753,7.916042903392875,64.51901642075522,15.13020692172008,135.86388160183824,164.96254568745394,1.0558824377091083,139.18259359056205,99.11910654471016,32.67857462130619,64.06221122923301,12.256953206192414,26.274510041809997,35.46928151740427,79.66428101662366,94.16264155130749,36.054271227040985,117.95463364415386,53.01817743856713,21.237443003198862,95.72788341824683,72.88851913504861,135.6913621260585,121.64746133914181,86.78912781913374,16.835920164959973,117.72158271267278,45.675822629506236,114.27846936237671,97.40295693267558,73.53465431542519,175.57244920660017,59.965807838749065,121.50487785685988,143.94003095025073,17.328718321639617,
