,Mean,Standard Deviation
NOT_AOI Saccade Length,41.82552378766563,37.797349757988904
NOT_AOI Absolute Saccade Angles,-1.1632794154844177,98.72902113617693
NOT_AOI Relative Saccade Angles,110.48957499115212,56.982405839161444
