,0,1,2,3,4,5,6
AOI5 Saccade Lengths,186.53826382193716,323.17606623698583,85.72984899874278,77.04861974051383,211.0252270477347,238.5607116748453,124.81179809786623
AOI5 Absolute Saccade Angles,-8.024282871739592,-175.45570920818147,28.854209563814816,-30.956089904941628,172.68174302394982,0.33333161748016615,-169.68273888128698
AOI5 Relative Saccade Angles,12.568573663558134,24.309918771996273,120.18970053124355,23.637832928891434,7.651588593530364,9.983929501232865,
