,0,1,2,3,4
AOI6 Saccade Lengths,47.819635921330715,157.53702791421682,59.11665474436587,79.43262087105091,22.04971889519969
AOI6 Absolute Saccade Angles,84.99060331981083,-161.13323106489347,19.137525366060334,-12.2710844094128,146.15129437703078
AOI6 Relative Saccade Angles,66.12383438470428,0.2707564309537875,148.59139022452686,21.577621213556423,
