,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
AOI3 Saccade Lengths,42.75614642047032,43.19295677918473,69.8955693341407,38.835574299451814,30.252003796258332,40.13126430007954,320.34847298354435,10.704692426113438,251.5666492157137,89.89421642774775,206.52639469830768,73.63978024644345,1.8814070218873211,19.848982127638667,31.176841698793268,66.58857076166416,12.22493172651349,58.69970746932852,59.9149196364638,44.71367913213121,8.04463301046388,59.698811337123566,73.2373345489674,97.33662490273129,93.76520995169246,15.884376444634603,66.34860606742485,384.1474478097578,527.1665733894241,121.20513082936361,107.75634513576854,54.48860639095841,122.96879475608836,165.86393438720233,83.88851233292309
AOI3 Absolute Saccade Angles,178.25312994678166,6.643452833958375,-2.6530755484113118,-11.193149113469733,-68.64264153596682,87.27062620169563,-170.3722485447461,-9.332665033373324,-3.6044703639544715,20.28921110670404,170.74622872955587,-172.32977339143923,-21.469519633540948,-100.09211801488068,24.371569568929434,-17.571816558707773,-125.25194329762986,51.95493029621587,174.81763103495868,-143.40194116616362,-70.77235666013397,-46.89312762766819,-1.892834729671745,171.1256863707465,135.04209450034176,-86.17878267670214,-69.26630755836776,4.14416458813337,178.07719765477736,9.617251540191624,-26.288921801393126,63.66555544196032,5.1880391684146865,-170.76177893854916,170.76704268146344
AOI3 Relative Saccade Angles,8.390322887176731,170.70347161763033,171.45992643494162,122.55050757750291,24.086732262337538,77.64287474644172,18.96041648862725,174.27180533058115,156.10631852934148,29.54298237714819,163.07600212099507,29.139746242101705,101.37740161866029,55.536312416189894,138.0566138723628,72.3198732610779,2.7931264061542618,57.137299261257205,138.2195722011223,107.37041549397034,156.12077096753424,134.99970710200355,6.981478899581749,143.91640812959525,41.22087717704391,163.08752488166564,106.58952785349885,6.066966933356045,11.5400538854143,144.09382665841525,90.04552275664655,121.52248372645437,4.050181893036185,161.5288216200126,
