,0,1,2,3,4
AOI1 Saccade Lengths,19.162614001780348,101.90194421880905,72.98976245821513,66.64947104501327,83.23829558723587
AOI1 Absolute Saccade Angles,-162.989211103548,12.616861325024878,-0.6390249962004872,-37.61738397087982,18.04341543869004
AOI1 Relative Saccade Angles,4.393927571427103,166.74411367877462,143.02164102532066,124.33920059043012,
