,0,1,2,3,4,5
AOI1 Saccade Lengths,16.92097533599376,48.933879881843694,183.42192425665402,414.1356891071248,135.58908622864556,411.9743548538634
AOI1 Absolute Saccade Angles,164.35065992498065,-146.26153047024,-12.762718822519165,176.60192793633664,3.978801536956297,2.7408485353272267
AOI1 Relative Saccade Angles,130.61219039522067,46.50118835227916,9.364646758855786,7.376873600619676,178.76204699837095,
