,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AOI6 Saccade Lengths,75.0841130674261,90.96391909380914,284.1992311858407,193.18703306584482,65.83628642913231,30.781845842600358,333.01171862051063,94.31075926830049,96.47118691124027,31.879534393918902,83.07511227064994,230.6781688255235,42.874305595336544,41.926306351380205,78.27988280351322,51.59789703379917,261.35763137686297,278.2856789217723,136.6994233198771,74.07088548449548,62.66942401602213,36.71859490278751,178.3958200283253,317.0151318080803,59.32682775375698,249.4379291665089,183.84501576810345
AOI6 Absolute Saccade Angles,-25.54267544607794,124.91779984592372,-168.56014318255055,-175.37883794028787,29.816543654658208,-2.7723286738861583,6.681324286293316,2.4826161659751684,-142.2470141431177,-163.06877611487437,151.45429101408106,-176.8368939812726,-154.0832458987479,9.403646847885241,-9.70858286046057,45.88324932563779,0.43099261140898487,-170.62411625164054,-179.6196950582001,166.76740737214038,65.02172891676565,-104.98777640399588,-12.543866477302835,2.6500418220159876,-3.4351229898791975,177.56997091558378,162.71944925510581
AOI6 Relative Saccade Angles,29.53952470799834,113.47794302847427,173.18130524226268,25.195381594946078,147.41112767145563,170.54634703982052,175.80129187968188,35.27036969090714,159.17823802824336,134.5230671289554,148.29118499535363,157.24635191747535,16.513107253366865,160.8877702916542,124.40816781390164,134.5477432857712,8.944891136950476,171.0044211934404,166.3871024303405,78.25432154462528,9.990494679238477,87.55609007330695,164.80609170068118,173.91483518810483,1.0050939054629657,165.14947833952206,
