,0,1,2,3,4,5,6,7
AOI3 Saccade Lengths,222.5973322653779,35.64374949630895,91.7089959422117,2.9143334528003755,25.15041323897175,55.56884040109319,18.939687098131216,4.897117629777045
AOI3 Absolute Saccade Angles,-179.63032828742288,-12.10392932624723,128.89617644453176,-145.95442756459812,171.03812158659798,-90.56060871470706,89.05664525083075,147.09393473961075
AOI3 Relative Saccade Angles,12.473601038824318,38.99989422922102,94.85060400912985,136.9925491511961,81.59873030130501,0.38274603446220795,121.96271051122002,
