,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
AOI2 Saccade Lengths,111.95186330939062,45.58380361381038,18.10786073037524,118.3661286875615,43.557754686418235,32.29004917078345,75.74886141468187,208.86209857453187,148.22446210737917,116.08740530595944,1.120908603999778,46.996599243768195,54.316068503814215,59.08832467766664,33.734703129905505,13.620823575177825,52.162542590426376,88.20359344767208,67.63022399098386,46.6001562168772,0.6004656996167675,25.805399806022322,117.93744482272862,28.302786817548917,19.51199250957616,34.94861366304808,50.87409052694544,40.45121769919014,39.293045696505274,61.90332282990349,23.030343392067735,14.822423274978027,49.3150378497212,159.7808293585563,16.774116617346547,14.554493486808934,66.17188783110277,61.73445408757654,16.043072038827244,92.76160219900493,25.753236337599315,32.49933590620295,94.08111073234558,78.35437158894786,134.66052230944754,51.86322442570425,65.02616421853828,37.75162772706796,45.9072508502848,49.13098817989014,65.6180812406893,135.7495142850823,110.88094229476724,51.500488802669146,74.76971044917018,12.598850871018877,1.3597094410696964,113.4092933979446,41.060095453905035,29.84764296089291,60.23155523536263,22.073720839662442,161.54999282146898,154.94893065201532,68.80520615198789,70.0456912900166,56.83986548591502,46.14740810028818,40.63459118283537,74.57342693415582,28.982529043734306,25.565847529317484
AOI2 Absolute Saccade Angles,19.30720147590713,-78.91579398378646,-173.52075000534867,41.852617086954936,-45.72179918391132,-58.43340529589083,139.72883280819866,-178.05014503355773,-19.94840832533655,169.08195404622597,-92.77192737457274,-165.94684167466352,122.06565994863118,-176.7091247619647,-96.59573702324852,-86.47119443639369,149.4390379506863,19.696923687250028,-15.129348161736745,-98.28756946229944,-106.05968217045071,72.02564236976667,166.63896890261836,37.85131602757597,-20.86213782054233,-30.183480080198073,-115.10002727191024,136.70255445745786,133.64284415470848,-87.30727300772988,157.51764573763532,83.08616902433928,104.542237057173,-1.2981285063182177,-66.07038283078076,-132.69044652857983,170.66842179670098,-145.27986380251366,78.55678379506611,19.03694606710653,-31.814370450061215,-173.143609637985,-30.352210582106203,77.85222532448591,179.43876442557817,-172.94731031876304,0.1068662744591302,-137.34512623981956,172.23997392297,-124.66301490061528,75.49262285322598,-6.103057532323212,-161.132582831028,87.07553688436394,-130.67497823557903,95.50467614721805,-122.27185448257718,15.90061784306888,-139.48524067181452,143.69191112100438,157.2767350754055,-79.56491751918247,-8.754356646575618,169.0702718557494,14.439353249904604,-178.43995784279207,-55.0131463429326,77.20366398738477,-14.272616089592502,4.012498331915169,15.470740830820281,-4.112447718652274
AOI2 Relative Saccade Angles,81.77700454030642,85.39504397843778,35.373367092303596,92.42558372913375,167.2883938880205,18.162238104089496,137.77897784175633,21.898263291778857,9.030362371562523,81.85388142079869,106.82508569990924,108.01250162329463,118.77478471059581,99.88661226128386,169.8754574131452,55.910232387079986,50.25788573656374,145.17372815101322,96.84177869943731,172.22788729184873,1.9146754597826212,85.38667346714833,51.212347124957624,121.28654615188171,170.67865774034425,95.08345280828784,71.8025817293681,176.94028969725062,40.950117162438325,64.82491874536517,105.56852328670399,158.54393196716632,74.15963443650878,115.22774567553745,113.37993630220093,123.3588683252808,135.9482855992146,43.83664759757977,120.48016227204042,129.14868348283227,38.670760812076246,37.20860094412124,71.79556409340789,78.41346089890774,172.38607474434122,6.945823406777829,42.548007485721314,129.5851001627895,116.90298882358522,20.15563775384123,98.40431961445081,24.97047470129521,68.20811971539193,37.75051511994296,46.17965438279704,37.77653062979519,41.827527674353966,24.614141485116598,103.1771517928189,166.41517604559888,56.84165259458799,109.18943912739316,2.1753714976749867,25.36908139415521,12.879311092696653,56.573188500140546,47.78318966968263,88.52371992302274,161.71488557849233,168.5417575010949,160.41681145052746,
