,Mean,Standard Deviation
AOI2 Saccade Length,60.82071942400357,43.59279815712362
AOI2 Absolute Saccade Angles,-6.322584031424687,110.37432353067156
AOI2 Relative Saccade Angles,86.03444771663168,50.89177092155549
