,0,1,2,3,4,5,6,7,8,9
AOI1 Saccade Lengths,72.06006899037342,162.8269118647598,25.84763072864749,46.6440359980957,111.19182883682143,33.42561528613235,29.558456286004645,65.47507328535606,64.77595487504468,199.4097190543398
AOI1 Absolute Saccade Angles,-141.24928492700607,179.2728816672243,64.34462700748222,175.26664505975637,5.769667136206049,-80.40548572152206,124.28290353376316,17.167097771463528,172.53993446749834,-2.890265765597039
AOI1 Relative Saccade Angles,140.52216659423036,65.07174534025792,69.07798194772585,10.50302207644968,93.8248471422719,24.688389255285202,72.88419423770038,24.627163303965208,4.569799766904639,
