,0,1,2,3,4,5,6,7,8,9,10
AOI5 Saccade Lengths,24.88043362834777,252.3277634736287,19.774603415565515,17.112908917501475,14.504255366246399,24.954316992430524,60.51421480720925,26.44667648643052,23.249389927217774,18.452547331542277,29.37282488727793
AOI5 Absolute Saccade Angles,90.14945659805578,-174.69627695523147,107.49627098609848,-0.28988513714424596,-124.56477604128533,-104.75537409228676,108.24203306944642,128.41838100273154,-25.866663408918726,-103.7681077579186,74.71103472508196
AOI5 Relative Saccade Angles,84.8457335532872,102.19254794132993,72.21384387675728,55.725109095858926,160.19059805100144,32.99740716173316,159.82365206671489,25.714955588349756,102.09855565100013,1.5208575169994552,
