,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AOI2 Saccade Lengths,44.49943079087788,28.156194184870127,154.02155327492824,28.580353478331542,38.27267023665705,5.058470109705296,74.34754970651485,101.39951682030492,76.9013456288793,12.421888610970761,5.0828490405417455,36.15957173541919,40.01990077331348,19.42657438479931,13.604863479555876,37.62165147324254,24.100411294691853,24.598799375373215,53.42506354394188,15.48824141758814,19.591235890976503
AOI2 Absolute Saccade Angles,-41.435930066713155,171.09287229459767,175.783040652981,-90.14437016644307,170.0621992208163,98.47646641285273,-161.22552230949566,4.591020206179263,158.36878013590055,-44.625447132445686,28.850962615893625,41.00621195347384,-28.103506062273738,13.048998634669594,-139.61836758247912,-86.91244557925283,135.1652417548061,-114.16094907349661,138.2280734623969,76.43848167134698,35.28148595879687
AOI2 Relative Saccade Angles,32.52880236131083,175.30983164161665,85.92741081942407,80.20656938725935,108.41426719203643,79.70198872234837,14.183457484325078,26.22224007027873,22.994227268346226,106.52359025166069,167.8447506624198,110.89028198425243,138.84749530305666,27.332633782851293,127.29407799677371,42.0776873340589,69.32619082830267,72.38902253589352,118.21040820895006,138.8430042874499,
