,Mean,Standard Deviation
AOI6 Saccade Length,47.95540944955247,39.90159318352228
AOI6 Absolute Saccade Angles,23.865676916255023,112.27201907954296
AOI6 Relative Saccade Angles,107.37046552119634,44.687029865589274
