,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
AOI6 Saccade Lengths,27.529635333837803,100.78632940110896,59.381529854208395,143.96460241143578,82.98981436769095,36.074133061394505,19.12696770207384,25.18868822270956,1.9693578445488347,15.37286448826837,68.77444426546322,6.272503135030619,51.933557216242995,67.59797618948677,12.368738249786459
AOI6 Absolute Saccade Angles,-104.01770546060382,-9.784534356356835,42.917682779662414,177.4346222466462,-139.4134850327685,29.06518987520492,81.46027234511565,97.56533430631116,151.65133644537886,-94.62131122995463,-43.37570016863358,68.23758077993837,102.72691292633536,165.3431810449023,-167.20422275735254
AOI6 Relative Saccade Angles,85.76682889575302,127.29778286398074,45.4830605330162,136.84810727941473,11.521325092026583,127.60491753008925,163.8949380388045,125.91399786093231,66.27264767533346,128.75438893867897,68.38671905142807,145.51066785360302,117.38373188143306,152.54740380225485,
