,Mean,Standard Deviation
NOT_AOI Saccade Length,52.30516902736213,55.55108039565702
NOT_AOI Absolute Saccade Angles,7.906864899155202,101.1733428406693
NOT_AOI Relative Saccade Angles,133.4798262337354,50.178729763439534
