,0,1,2,3,4,5,6,7,8
AOI3 Saccade Lengths,87.83637551715069,59.21768295276845,51.95823348331372,31.22796407862612,14.707899886506318,82.40320661528787,63.27388009793507,48.908714401879585,15.79639495875663
AOI3 Absolute Saccade Angles,-32.978832348256844,113.70944310993494,-120.98013906304034,-144.8203589753096,21.0426816436717,118.16388991324382,-133.3818075143899,126.30990214334203,-12.60754790550369
AOI3 Relative Saccade Angles,33.31172454180824,54.689582172975264,156.15978008773075,14.136959381018706,82.87879173042789,71.54569742763371,79.6917096577319,41.08254995115429,
