,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
AOI3 Saccade Lengths,22.442448090874393,34.728571808991,52.67690387675389,45.849285352885715,59.4050730841732,37.31111801553489,57.08208887762325,157.85030903144846,23.246315173573453,25.755093380102853,113.31487833181706,29.304001956900233,88.08127513894196,59.27334264030761,53.54187564341207,22.286992540654367,142.86826971877767,43.98922957816997,67.90983470402462,44.27098527145924,59.76495537440972,58.13534416501527,91.09511570829022,38.678751649253826,80.85336303737691,43.00106170309094,8.583480184164348,58.1213279359921,64.79269786604004,38.88896959738545,40.214322595504704
AOI3 Absolute Saccade Angles,-114.66110960836754,-122.19358879535655,-9.493798993712215,163.43055682491516,88.89074405453214,-18.555530528688884,-123.76997728082111,-0.8998659426585756,-169.17375702827195,170.20154783645717,163.47091450431265,-49.21654174584496,-7.6013788813800325,3.5246038037486036,171.38966536529978,-85.20804910997236,174.21627120323956,-7.956774956438647,19.710037673238897,54.06168394786043,-55.31498676902077,-165.28558026968733,151.8032241456169,119.96662749602744,-128.83265960039628,104.86691424428159,115.00712638756723,-87.6373106003855,43.580747706211426,144.88125277862792,-28.750355828933944
AOI3 Relative Saccade Angles,172.46752081301096,67.30021019835567,7.075644181372641,105.46018722961699,72.55372541677897,74.78555324786777,57.129888661837455,11.726108914386645,159.3753048647291,173.2693666678555,32.6874562501576,138.38483713553507,168.87401731487137,12.13493843844885,76.59771447527213,79.42432031321192,2.1730461596782016,152.33318737032246,145.64835372537848,70.6233292831188,70.02940649933342,137.08880441530425,148.16340335041056,68.79928709642374,53.69957384467787,169.85978785671435,22.644436987952727,48.78194169340309,78.69949492758352,6.368391392438131,
