,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
AOI5 Saccade Lengths,38.122085182913196,107.85735375620993,24.35007561656994,133.94865340283798,45.62454859116946,47.173566861369025,73.57702890800451,106.92552350893905,77.79464180051042,19.844301974395695,4.617059947110621,118.51513156457648,56.11546275270386,27.53859198019513,38.557415462447466,53.24406486691284,21.321014672055423,31.787109381909854,28.338179235410998,74.53809980694923,19.33769500080691,53.4849080212947,111.48647369745521,118.038616231127,120.6195978667582,61.5219089358529,33.07577445591055,79.7453338838603,83.88492223532924,31.464728447281466,58.18462499845282,88.34653083138933,78.41997288977879,24.103231231799406,28.75020341844433,35.9498077715694,22.740504218233042,41.08489440274929,66.88603108414864,32.11534315760093
AOI5 Absolute Saccade Angles,-11.213345007658129,175.072553709214,116.48161720512572,-30.871100999385558,153.3744070478667,-32.80142144033321,149.0933127191421,-12.480485220333728,49.33373754480224,-153.06407046181187,-136.68110922622174,-154.97278144011568,12.061666139912623,32.60572182326074,-139.23221679314335,-163.5273091975723,161.1914264573421,139.2564451358174,-109.14648634772774,20.8236777036264,-7.337886275685516,17.434174990204703,-163.60372787754588,33.188908533009524,-37.67893927223096,18.75929240681632,-134.48057091472654,103.60990255904777,-133.9886607322204,-156.78242892097944,102.88585074093659,-174.38705699292774,-163.4133892709637,-52.769605989623386,66.12062956249515,119.75622326941256,6.705761725695212,-10.54590817608652,-34.384057183393246,118.29373505450904
AOI5 Relative Saccade Angles,6.285898716872082,121.40906349591178,32.64728179548874,4.245508047252227,6.175828488199876,1.8947341594753087,18.426202060524172,118.185777234864,22.397808006614095,163.6170387644099,161.70832778610603,12.965552419971681,159.4559443166519,8.162061383595914,155.70490759557111,144.71873565491433,158.0650186784753,68.40293148354512,50.029835948645854,151.83843602068808,155.22793873410978,1.0379028677505826,16.7926364105554,109.13215219475951,123.56176832095272,26.760136678457116,58.090473473774324,57.59856329126817,157.20623181124094,79.66827966191602,97.27290773386429,169.026332278036,69.35621671865968,61.10976444788146,126.36440629308258,66.94953845628265,162.74833009821825,156.1618509926933,27.322207762097733,
