,0,1,2,3,4,5,6,7,8
AOI6 Saccade Lengths,77.13876493657449,84.32734086707084,38.86909437647979,83.4394199984296,36.26460831822522,44.603471081763715,62.399465216564245,31.704810840091614,80.87541650879041
AOI6 Absolute Saccade Angles,125.04077444504205,-39.69570993085421,-7.055401324747131,176.234916846785,87.89680249037512,-75.41313196292393,76.23139872994663,8.350472478723228,-65.9406331920747
AOI6 Relative Saccade Angles,15.263515624103738,147.35969139389292,3.2903181715321286,91.66188564359013,16.690065546700946,28.35546930712944,112.11907374877659,105.70889432920207,
