,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AOI6 Saccade Lengths,32.70360098879194,55.623287347322275,38.087229826719195,27.621698329218773,46.17233719519652,12.566375149963239,39.961642235985934,47.68556109382674,21.93338007884234,30.414323171961538,49.74930124097978,75.86573646346253,27.06583513547244,42.77509145573866,33.664080229183256,38.68933173978863,4.143175655302764,38.145551011433426,25.430073709497748,131.71416164577207,75.10412039127895
AOI6 Absolute Saccade Angles,165.6148727509478,24.976808876560316,10.043067397363172,-158.1079460347169,-138.24080477923832,-32.29604001792483,128.98564817354182,-126.80880572592397,121.89752191833084,82.65508680597674,-34.616867152094706,32.50672324451599,-36.355030643479175,-105.20650577360831,115.71265646297495,117.27879260999977,-110.10375892078287,-130.62334797154938,-129.67711660289163,-6.8236863146357445,119.54532986973655
AOI6 Relative Saccade Angles,39.36193612561254,165.06625852080285,11.848986567919958,160.13285874452146,74.05523523868652,18.71831180853334,75.7944538994658,68.70632764425481,140.7575648876459,62.72804604192857,112.87640960338932,111.13824611200482,111.14852486987087,40.919162236583226,178.43386385297515,47.382551530782635,159.4804109492335,179.05376863134225,57.14656971174411,53.63098381562772,
