,Mean,Standard Deviation
NOT_AOI Saccade Length,55.0496826956017,50.43969104976385
NOT_AOI Absolute Saccade Angles,15.345857396672445,102.43111057061805
NOT_AOI Relative Saccade Angles,136.70036631423687,51.212099509582856
